##############################################
# Interactions between tree and fungal species
# Last row and column contain the sum of each
##############################################
;ABIEALB;ABIEGRA;ABIENOR;ACERGRA;ACERPET;ALNUGLU;BETUSPP;CARPBET;CASTSAT;CEDRATL;CUPRSEM;FAGUSIL;FRAXSPP;JUGLSPP;LARIDEC;LARIKAE;PICEEXC;PICESIT;PINUBRU;PINUCEM;PINUHAL;PINULAR;PINUNIG;PINUPINA;PINUPINE;PINURAD;PINUSTR;PINUSYL;PINUTAE;PINUUNC;PLATHYB;POPUCUL;POPUTRE;PRUNAVI;PSEUMEN;QUERILE;QUERPAT;QUERPUB;QUERPYR;QUERROB;QUERRUB;QUERSUB;SORBARI;SORBAUC;SORBDOM;SORBTOR;TAXABAC;THUJPLI;TILISPP;TSUGHET;ULMUSPP;NB_INTER_C
CHRYLED;6;6;6;5;5;5;5;6;6;5;6;6;6;6;6;6;6;6;6;5;1;0;2;6;6;3;3;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;5;5;5;5;6;6;5;5;5;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;3;3;3;6;3;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;5;6;6;6;5;5;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;5;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6
COLETUS;6;6;6;5;5;5;5;6;6;5;6;6;6;6;6;6;6;6;6;5;2;2;0;6;6;3;3;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;5;5;5;5;6;6;5;5;5;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;3;3;3;6;3;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;5;6;6;6;5;5;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;5;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6
COLPQUE;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;0;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;2;2;2;2;2;2;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;4;5;5;5;5;2;5;4;4;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CRISDEP;5;5;5;6;6;6;6;5;5;6;3;2;5;5;5;3;5;5;5;6;6;6;6;4;0;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;2;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CRONFLA;6;6;6;5;5;5;5;6;6;5;6;6;6;6;6;6;6;6;6;5;3;3;3;6;6;0;1;1;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;5;5;5;5;6;6;5;5;5;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;3;3;3;6;3;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;5;6;6;6;5;5;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;5;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6
CRONQUE;6;6;6;5;5;5;5;6;6;5;6;6;6;6;6;6;6;6;6;5;3;3;3;6;6;1;0;1;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;5;5;5;5;6;6;5;5;5;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;3;3;3;6;3;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;5;6;6;6;5;5;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;5;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6
CRONRIB;6;6;6;5;5;5;5;6;6;5;6;6;6;6;6;6;6;6;6;5;3;3;3;6;6;1;1;0;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;5;5;5;5;6;6;5;5;5;6;6;5;6;6;5;6;6;5;6;6;6;6;6;6;6;6;6;3;3;3;6;3;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;5;6;6;6;5;5;3;6;6;6;6;6;6;6;6;6;5;6;6;6;6;5;6;6;5;5;6;6;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6
CRUMSOR;5;5;5;6;6;6;6;5;5;6;3;3;5;5;5;2;5;5;5;6;6;6;6;4;3;6;6;6;0;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CRYPCAS;2;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;0;5;1;3;1;5;5;4;6;5;3;0;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
CRYPCOR;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;0;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CRYPHYA;2;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;1;5;0;3;1;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
CRYPPAR;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;0;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;3;3;3;3;5;5;4;4
CRYPPOP;2;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;1;5;1;3;0;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
CYCLMIN;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;0;1;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;4;5;5;5;5;4;5;4;4;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CYCLNIV;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;1;0;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;4;5;5;5;5;4;5;4;4;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
CYLIDID;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;0;6;5;4;5;5;4;4;6;6;6;6;2;5;6;6;6;4;5;6;2;5;6;4;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;2;2;2;2;2;2;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;2
DAEDCON;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;0;6;6;6;6;6;6;4;2;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;2;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;2;2;6;6;6;6;6;6;6;6;6
DELPABI;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;0;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;0;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;3;6;6;6;6;6;6;4;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;4;5;6;5;4;6;6;4;3;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
DICADRY;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;0;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;2;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;3;3;3;3;5;5;4;4
DISCCAS;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;0;5;5;5;5;5;5;5;6;4;5;0;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;2;2;2;2;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;2;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;2;5;6;5;4;6;6;2;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
DREPPUN;5;5;5;6;6;6;6;5;5;6;2;3;5;5;5;3;5;5;5;6;6;6;6;4;3;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;0;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;2;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
ENTOMAM;4;4;4;6;6;6;6;4;2;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;0;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;2;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;3;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;3;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;2;5;5;6;3;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;3;4;4;4;4;5;5;4;4
EUTYLAT;4;4;4;6;6;6;6;4;3;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;3;0;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;3;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;3;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;3;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;3;5;5;6;3;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;3;4;4;4;4;5;5;4;4
FISTHEP;6;6;6;3;3;3;3;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;0;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
FOMEFOM;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;4;0;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;2;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;2;2;6;6;6;6;6;6;6;6;6
FOMICYT;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;0;1;6;6;3;3;3;6;6;4;6;6;4;6;6;2;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;2;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
FOMIPIN;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;1;0;6;6;3;3;3;6;6;4;6;6;4;6;6;2;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;2;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
FUSAOXY;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;2;6;5;4;5;5;4;4;6;6;6;6;0;5;6;6;6;4;5;6;2;5;6;4;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;2;2;2;2;2;2;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;2
FUSIQUE;5;5;5;6;6;6;6;5;5;6;5;5;2;2;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;0;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;2;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;4;5;6;5;4;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
GANOADS;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;3;3;6;6;0;1;1;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
GANOAPP;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;3;3;6;6;1;0;1;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
GANORES;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;3;3;6;6;1;1;0;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
GNOMLEP;2;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;0;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;2;6;6;4;3;3;3;3;5;5;4;4
GREMABI;5;5;5;6;6;6;6;5;5;6;3;3;5;5;5;3;5;5;5;6;6;6;6;4;3;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;0;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
GYMNFUS;6;6;6;3;3;3;3;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;0;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
HAEMHAE;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;2;6;5;4;5;5;4;4;6;6;6;6;2;5;6;6;6;4;5;6;0;5;6;4;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;2;2;2;2;2;2;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;2
HERPJUN;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;0;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;3;6;6;6;5;3;3;3;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;3;3;5;5
HETEANN;6;6;6;4;4;4;4;6;6;4;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;4;4;4;4;6;6;4;4;4;6;6;4;6;6;0;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;4;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;4;6;6;3;3;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
HYPOFRA;4;4;4;6;6;6;6;4;2;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;2;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;0;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;3;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;3;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;2;5;5;6;3;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;3;4;4;4;4;5;5;4;4
LACHWIL;5;5;5;6;6;6;6;5;5;6;3;3;5;5;5;3;5;5;5;6;6;6;6;4;3;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;0;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
LAETSUL;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;2;2;6;6;3;3;3;6;6;4;6;6;4;6;6;0;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;2;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
LEPTLUN;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;4;4;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;4;5;6;0;1;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;2;2;2;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;4
LEPTPRO;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;4;4;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;4;5;6;1;0;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;2;2;2;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;4
